Drug Take-Back Site,Zip Code,County,County Code Number,County Code,FIPS County Code,State FIPS,Phone Number,Hours of Availability,Address,City,Latitude,Longitude
Newton Township Police Department,19073,Delaware,23,23,23,42,NA,NA,"209 Bishop Hollow Rd
Newtown Square, Pennsylvania
",Newtown Square,39.9807,-75.4078
Newtown Township Police,19073,Delaware,23,23,23,42,NA,NA,"209 Bishop Hollow Rd
Newtown Square, Pennsylvania
",Newtown Square,39.9807,-75.4078
Norwood Borough Police,19074,Delaware,23,23,23,42,NA,NA,"10 W. Cleveland Ave
Norwood, Pennsylvania
",Norwood,39.8918,-75.2976
Parkside Borough Police,19015,Delaware,23,23,23,42,NA,NA,"22 E. Elbon Rd.
Brookhaven, Pennsylvania
",Brookhaven,39.8689,-75.3789
Prospect Park Borough Police,19076,Delaware,23,23,23,42,NA,NA,"720 Maryland Ave.
Prospect Park, Pennsylvania
",Prospect Park,39.8881,-75.3083
Radnor Township Police Department,19097,Delaware,23,23,23,42,(610) 688-0503,"Monday-Friday, 8am-4pm","301 Iven Avenue
Wayne, Pennsylvania
",Wayne,40.0363,-75.3729
Riddle Hospital,19063,Delaware,23,23,23,42,NA,NA,"1068 W. Baltimore Ave.
Media, Pennsylvania
",Media,39.9127,-75.4309
Ridley Park Police,19078,Delaware,23,23,23,42,(610) 362-7401,"Monday-Friday, 9am-5pm  ","230 W. Chester Pike
Ridley Park, Pennsylvania
",Ridley Park,39.8718,-75.3292
Ridley Township Police Department,19033,Delaware,23,23,23,42,(610) 532-4000,"7 days a week, 24 hours a day","100 E. MacDade Blvd
Folsom, Pennsylvania
",Folsom,39.8863,-75.3293
Sharon Hill Borough Police Department,19079,Delaware,23,23,23,42,NA,NA,"250 Sharon Avenue
Sharon Hill, Pennsylvania
",Sharon Hill,39.9067,-75.2723
Springfield Township Police Department,19064,Delaware,23,23,23,42,(610) 544-1100,"Monday-Friday, 8:30am-4:30pm","50 Powell Road
Springfield, Pennsylvania
",Springfield,39.9316,-75.3283
State Police-Troop K / Media,19063,Delaware,23,23,23,42,NA,NA,"1342 W Baltimore Pike
Media, Pennsylvania
",Media,39.9064,-75.4514
Summit Health Pharmacy,19015,Delaware,23,23,23,42,(610) 872-5418,Contact location for hours,"3400 Edgmont Ave
Brookhaven, Pennsylvania
",Brookhaven,39.8704,-75.3836
Swarthmore Borough Police Department,19081,Delaware,23,23,23,42,NA,NA,"121 Park Avenue
Swarthmore, Pennsylvania
",Swarthmore,39.9016,-75.3484
Tinicum Township Police Department,19029,Delaware,23,23,23,42,(610) 521-3830,"Monday-Friday, 8am-4pm","235 Putcan Ave.
Essington, Pennsylvania
",Essington,39.8628,-75.2934
Trainer Borough Police,19061,Delaware,23,23,23,42,NA,NA,"824 Main St.
Marcus Hook, Pennsylvania
",Marcus Hook,39.8297,-75.4079
Upland Borough Police,19015,Delaware,23,23,23,42,NA,NA,"224 Castle Ave.
Brookhaven, Pennsylvania
",Brookhaven,39.8568,-75.3816
Upper Chichester Township Polcie Department,19014,Delaware,23,23,23,42,(610) 485-8400,"7 days a week, 24 hours a day","8400 Furey Road
Aston, Pennsylvania
",Aston,39.858,-75.4599
Upper Chichester Township Police,19014,Delaware,23,23,23,42,NA,NA,"8400 Furey Rd.
Aston, Pennsylvania
",Aston,39.858,-75.4599
Upper Darby Police Department,19082,Delaware,23,23,23,42,(610) 352-7050,Contact location for hours,"7236 W. Chester Pike
Upper Darby, Pennsylvania
",Upper Darby,39.963,-75.2662
Upper Providence Township Police Department,19063,Delaware,23,23,23,42,NA,NA,"935 N. Providence Road
Media, Pennsylvania
",Media,39.9306,-75.387
Walgreens Pharmacy (Glenolden Location),19036,Delaware,23,23,23,42,(610) 586û5224,Contact location for hours,"150 N. Macdade Blvd.
Glenolden, Pennsylvania
",Glenolden,39.9077,-75.2876
Yeadon Borough,19050,Delaware,23,23,23,42,NA,NA,"600 Church Lane,
Yeadon, Pennsylvania
",Yeadon,39.9361,-75.2536
City of Saint Marys Police Dept.,15857,Elk,24,24,24,42,(814) 781-1315,"7 days a week, 24 hours a day","319 Erie Avenue
Saint Marys, Pennsylvania
",Saint Marys,41.4304,-78.5574
Elk County Sheriff's Office,15853,Elk,24,24,24,42,(814) 776-5353,Contact location for hours,"250 Main Street
Ridgway, Pennsylvania
",Ridgway,41.4214,-78.7296
Johnsonburg Borough Police Dept.,15845,Elk,24,24,24,42,(814) 965-2816,Contact location for hours,"100 Main Street
Johnsonburg, Pennsylvania
",Johnsonburg,41.4982,-78.6821
Ridgway Police Dept.,15853,Elk,24,24,24,42,(814) 772-0000,Contact location for hours,"108 Main Street
Ridgway, Pennsylvania
",Ridgway,41.4208,-78.7329
State Police-Troop C / Ridgway,15853,Elk,24,24,24,42,NA,NA,"48 Servidea Dr.
Ridgway, Pennsylvania
",Ridgway,41.4038,-78.7026
Albion Boro Police Department,16401,Erie,25,25,25,42,(814) 756-4869,"Monday-Friday, 9am-4:30pm","15 Smock Ave
Albion, Pennsylvania
",Albion,41.8915,-80.3649
Corry City Police Department,16407,Erie,25,25,25,42,(814) 664-2222,"Monday-Friday, 8am-4pm","20 E South St
Corry, Pennsylvania
",Corry,41.9198,-79.6392
Edinboro Borough Police Department,16412,Erie,25,25,25,42,(814) 734-1712,"7 days a week, 24 hours a day","124 Meadville St
Edinboro, Pennsylvania
",Edinboro,41.8733,-80.1317
Edinboro University Campus Police ,16444,Erie,25,25,25,42,(814) 732-2921,"7 days a week, 24 hours a day","911 Scotland Road
Edinboro, Pennsylvania
",Edinboro,41.8746,-80.1186
Erie County Courthouse Lobby,16501,Erie,25,25,25,42,(814) 451-6000,"Monday-Friday, 8:30am-4:30pm ","140 W 6th St
Erie, Pennsylvania
",Erie,42.1293,-80.0881
Girard Police Department,16417,Erie,25,25,25,42,(814) 774-2651,"7 days a week, 24 hours a day","34 Main St W
Girard, Pennsylvania
",Girard,42.0013,-80.318
Lake City Police Department,16423,Erie,25,25,25,42,(814) 774-8341,"Monday-Friday, 9am-5pm, or by appointment","2352 Main St
Lake City, Pennsylvania
",Lake City,42.0131,-80.3423
Lawrence Park Police Department,16511,Erie,25,25,25,42,(814) 898-1634,Contact location for hours,"4230 Iroquois Ave
Erie, Pennsylvania
",Erie,42.1492,-80.0074
Mercyhurst North East Police,16428,Erie,25,25,25,42,(814) 725-6100,Contact location for hours,"16 W. Division St.
North East, Pennsylvania
",North East,42.2198,-79.8359
Mercyhurst University Main Police,16546,Erie,25,25,25,42,(814) 824-2304,Contact location for hours,"501 E 38th St
Erie, Pennsylvania
",Erie,42.1039,-80.0524
North East Borough Police,16428,Erie,25,25,25,42,(814) 725-8611,Contact location for hours,"31 W Main St
North East, Pennsylvania
",North East,42.2156,-79.8362
State Police-Troop E / Erie,16511,Erie,25,25,25,42,NA,NA,"4320 Iroquois Ave.
Erie, Pennsylvania
",Erie,42.1524,-80.0106
Wesleyville Borough Police,16510,Erie,25,25,25,42,(814) 899-0681,"7 days a week, 24 hours a day","3421 Buffalo Rd
Wesleyville, Pennsylvania
",Wesleyville,42.1411,-80.0126
Brownsville Borough Police Dept.,15417,Fayette,26,26,26,42,(724) 785-7334,Contact location for hours,"200 Second Street
Brownsville, Pennsylvania
",Brownsville,40.0204,-79.89
Connellsville Police Dept.,15425,Fayette,26,26,26,42,(724) 628-2501,Contact location for hours,"110 North Arch Street
Connellsville, Pennsylvania
",Connellsville,40.0186,-79.5916
Masontown Borough Police Dept.,15461,Fayette,26,26,26,42,(724) 583-7779,Contact location for hours,"1 East Church Avenue
Masontown, Pennsylvania
",Masontown,39.8471,-79.8993
Perryopolis Police Dept.,15473,Fayette,26,26,26,42,(724) 736-0700,Contact location for hours,"721 Cemetery Road
Perryopolis, Pennsylvania
",Perryopolis,40.0817,-79.7497
Redstone Twp. Police Dept.,15442,Fayette,26,26,26,42,(724) 246-1019,Contact location for hours,"225 Twin Hills Road
Grindstone, Pennsylvania
",Grindstone,39.9829,-79.8516
State Police-Troop B / Uniontown,15456,Fayette,26,26,26,42,NA,NA,"1070 Eberly Way
Lemont Furnace, Pennsylvania
",Lemont Furnace,39.9376,-79.6653
Uniontown Hospital,15401,Fayette,26,26,26,42,(724) 430-5001,Contact location for hours,"500 West Berkeley Street
Uniontown, Pennsylvania
",Uniontown,39.9018,-79.7385
Uniontown Police Dept.,15401,Fayette,26,26,26,42,(724) 430-2929,Contact location for hours,"45 East Penn Street
Uniontown, Pennsylvania
",Uniontown,39.9025,-79.7233
Forest County Sheriff's Dept.,16353,Forest,27,27,27,42,(814) 755-3541,Contact location for hours,"526 Elm Street
Tionesta, Pennsylvania
",Tionesta,41.4962,-79.4562
State Police-Troop C / Marienville,16239,Forest,27,27,27,42,NA,NA,"4956 SR 899
Marienville, Pennsylvania
",Marienville,41.4552,-79.1408
Chambersburg Police Dept.,17201,Franklin,28,28,28,42,(717) 264-4131,"Monday-Friday, 8am-5pm","116 S. Second Street
Chambersburg, Pennsylvania
",Chambersburg,39.9353,-77.6596
Greencastle Police Dept.,17225,Franklin,28,28,28,42,(717) 597-2161,"Monday-Friday, 7:30am-4pm","60 N. Washington Street
Greencastle, Pennsylvania
",Greencastle,39.7905,-77.7255
Mercersburg Police Dept.,17236,Franklin,28,28,28,42,(717) 328-3647,Contact location for hours,"113 South Main Street
Mercersburg, Pennsylvania
",Mercersburg,39.8263,-77.9036
State Police-Troop H / Chambersburg,17202,Franklin,28,28,28,42,NA,NA,"679 Franklin Farm Ln.
Chambersburg, Pennsylvania
",Chambersburg,39.9345,-77.6252
Waynesboro Police Dept.,17268,Franklin,28,28,28,42,(717) 762-2132,"Monday-Friday, 8am-4:30pm","57 East Main Street
Waynesboro, Pennsylvania
",Waynesboro,39.7549,-77.5762
Fulton County Sheriff Office,17233,Fulton,29,29,29,42,(717) 485-4221,Contact location for hours,"207 North 2nd Street
McConnellsburg, Pennsylvania
",McConnellsburg,39.9343,-77.9981
State Police-Troop G / McConnellsburg,17233,Fulton,29,29,29,42,NA,NA,"500 Fulton Dr.
McConnellsburg, Pennsylvania
",McConnellsburg,39.9229,-77.9953
Cumberland Twp. Police Dept,15320,Greene,30,30,30,42,(724) 966-8296,"7 days a week, 24 hours a day","100 Municipal Road
Carmichaels, Pennsylvania
",Carmichaels,39.8973,-79.966
Greene County Sheriff's Department,15370,Greene,30,30,30,42,(724) 852-5218,Contact location for hours,"10 E High St Ste 106
Waynesburg, Pennsylvania
",Waynesburg,39.8964,-80.1867
State Police-Troop B / Waynesburg,15370,Greene,30,30,30,42,NA,NA,"255 Elm Dr.
Waynesburg, Pennsylvania
",Waynesburg,39.8958,-80.1467
Huntingdon Borough Police Dept.,16652,Huntingdon,31,31,31,42,(814) 643-3960,"Monday-Friday, 8:30am-4:30pm","530 Washington St.
Huntingdon, Pennsylvania
",Huntingdon,40.4857,-78.0122
State Police-Troop G / Huntingdon,16652,Huntingdon,31,31,31,42,NA,NA,"10637 Raystown Rd.
Huntington, Pennsylvania
",Huntington,40.475,-78.0572
Blairsville Borough Police Dept.,15717,Indiana,32,32,32,42,(724) 459-7555,"7 days a week, 24 hours a day","201 E. Market Street
Blairsville, Pennsylvania
",Blairsville,40.431,-79.2605
Indiana Borough Police Dept.,15701,Indiana,32,32,32,42,(724) 349-2121,"Monday-Friday, 8am-4pm","80 N. Eighth Street
Indiana, Pennsylvania
",Indiana,40.6241,-79.1551
Indiana County District Attorney's Office,15701,Indiana,32,32,32,42,(724) 465-3835,"Monday-Friday, 8am-4pm","825 Philadelphia Street
Indiana, Pennsylvania
",Indiana,40.623,-79.1549
Indiana University of PA Police Department,15705,Indiana,32,32,32,42,(724) 357-2546 ,"7 days a week, 24 hours a day","850 Maple Street University Towers
Indiana, Pennsylvania
",Indiana,40.6176,-79.1584
State Police-Troop A / Indiana,15701,Indiana,32,32,32,42,NA,NA,"4221 Rt 286 Hwy West
Indiana, Pennsylvania
",Indiana,40.59,-79.2037
"Brockway Drug Co., Inc. (Pharmacy)",15824,Jefferson,33,33,33,42,(814) 268-3305,"Monday-Friday, 8am-7pm; Saturday, 9am-4pm; Sundays, 10am-12pm","1365 Main Street
Brockway, Pennsylvania
",Brockway,41.2472,-78.7871
Brockway Police Department,15824,Jefferson,33,33,33,42,(814) 265-2055,Contact location for hours,"501 Main Street
Brockway, Pennsylvania
",Brockway,41.2487,-78.7987
Jefferson County Court House,15825,Jefferson,33,33,33,42,(814) 849-1613,Contact location for hours,"200 Main Street
Brookville, Pennsylvania
",Brookville,41.1608,-79.0799
Punxsutawney Police Department,15767,Jefferson,33,33,33,42,(814) 938-6220,Contact location for hours,"301 East Mahoning Street
Punxsutawney, Pennsylvania
",Punxsutawney,40.9439,-78.968
Reynoldsville Police Department,15851,Jefferson,33,33,33,42,(814) 653-2510,Contact location for hours,"460 Main Street
Reynoldsville, Pennsylvania
",Reynoldsville,41.0959,-78.8881
State Police-Troop C / Punxsutawney,15767,Jefferson,33,33,33,42,NA,NA,"485 N Findley St.
Punx, Pennsylvania
",Punxsutawney,40.9501,-78.9791
Juniata County Courthouse Annex Lobby,17059,Juniata,34,34,34,42,NA,"Monday-Friday, 8am-4:30pm","30 N. Main St.
Mifflintown, Pennsylvania
",Mifflintown,40.5708,-77.3975
City of Carbondale Police Dept.,18407,Lackawanna,35,35,35,42,(570) 282-4044,"Monday-Friday, 8am-4pm","1 North Main Street
Carbondale, Pennsylvania
",Carbondale,41.5724,-75.5032
Lackawanna County Sheriff's Dept.,18503,Lackawanna,35,35,35,42,(570) 963-6719,"Monday-Friday, 8am-4pm","200 North Washington Ave.
Scranton, Pennsylvania
",Scranton,41.4079,-75.6637
Moscow Borough Police Dept.,18444,Lackawanna,35,35,35,42,(570) 842-2061,"Monday-Friday, 8am-4pm","123 Van Brunt Street
Moscow, Pennsylvania
",Moscow,41.3363,-75.5183
South Abington Police Dept.,18410,Lackawanna,35,35,35,42,(570) 586-2111,"Monday-Friday, 8am-4pm","104 Shady Lane Road
Chinchilla, Pennsylvania
",Chinchilla,41.4736,-75.6864
State Police-Troop R / Dunmore,18512,Lackawanna,35,35,35,42,NA,NA,"85 Keystone Industrial Park
Dunmore, Pennsylvania
",Dunmore,41.4358,-75.6152
Columbia Borough Police Dept.,17512,Lancaster,36,36,36,42,(717) 684-7735,"Monday, 8am-4pm; Tuesday-Saturday, 8am-4pm and 6pm-2am","308 Locust Street
Columbia, Pennsylvania
",Columbia,40.0319,-76.5021
East Earl Township Police Dept.,17519,Lancaster,36,36,36,42,(717) 355-5302,"Monday-Friday, 6am-5pm; or call 717-354-2211 for 24-hour access ","128 Toddy Drive
East Earl, Pennsylvania
",East Earl,40.1174,-76.0309
East Hempfield Township Police Dept.,17538,Lancaster,36,36,36,42,(717) 898-3103,"Monday-Friday, 8am-4pm","1700 Nissley Road
Landisville, Pennsylvania
",Landisville,40.0941,-76.3966
East Lampeter Twp. Police Dept.,17602,Lancaster,36,36,36,42,(717) 291-4676,"Monday-Friday, 8am-4pm","2250 Old Philadelphia Pike
Lancaster, Pennsylvania
",Lancaster,40.0381,-76.2206
Ephrata Police Dept.,17522,Lancaster,36,36,36,42,(717) 738-9265,"Monday-Friday, 8am-4:30pm","124 South State Street
Ephrata, Pennsylvania
",Ephrata,40.1225,-76.2136
Lancaster County Sheriff's Dept.,17603,Lancaster,36,36,36,42,(717) 299-8200,"Monday-Friday, 8am-5pm","50 North Duke Street
Lancaster, Pennsylvania
",Lancaster,40.0393,-76.3042
Lititz Borough Police,17543,Lancaster,36,36,36,42,(717) 626-6393,"Monday-Friday, 8am-4:30pm","7 South Broad Street
Lititz, Pennsylvania
",Lititz,40.1567,-76.3071
Manheim Twp. Police Dept.,17601,Lancaster,36,36,36,42,(717) 569-6401,"7 days a week, 24 hours a day","1825 Municipal Drive
Lancaster, Pennsylvania
",Lancaster,40.0766,-76.2984
Millersville University Police Dept.,17551,Lancaster,36,36,36,42,(717) 872-3434,"Monday-Friday, 8:30am-4:30pm","237 N. George Street
Millersville, Pennsylvania
",Millersville,40.0023,-76.3565
Mount Joy Borough Police Department,17552,Lancaster,36,36,36,42,717) 653-1650,Contact location for hours,"21 E Main St
Mount Joy, Pennsylvania
",Mount Joy,40.11,-76.5022
New Holland Police Dept.,17557,Lancaster,36,36,36,42,(717) 354-4647,"Monday-Friday, 8am-4:30pm","436 East Main Street
New Holland, Pennsylvania
",New Holland,40.1042,-76.0765
Northern Lancaster Co. Regional Police Dept.,17578,Lancaster,36,36,36,42,(717) 733-0965,"Monday-Friday, 8am-4:30pm","860 Durlach Road
Stevens, Pennsylvania
",Stevens,40.2371,-76.2296
Northwest Regional Police Dept. ,17022,Lancaster,36,36,36,42,(717) 367-8481,"Monday-Friday, 8am-6pm","155 Merts Drive
Elizabethtown, Pennsylvania
",Elizabethtown,40.1448,-76.5597
Quarryville Borough Police Department,17566,Lancaster,36,36,36,42,(717) 786-3121,Contact location for hours,"300 St. Catherine Street
Quarryville, Pennsylvania
",Quarryville,39.8934,-76.1613
Southern Regional Police Dept.,17516,Lancaster,36,36,36,42,(717) 872-0352,"Monday-Friday, 7am -3pm, or by appointment","3284 Main Street
Conestoga, Pennsylvania
",Conestoga,39.9411,-76.3442
State Police-Troop J / Lancaster,17602,Lancaster,36,36,36,42,NA,NA,"2099 Lincoln Hwy
Lancaster, Pennsylvania
",Lancaster,40.0308,-76.2343
Strasburg Borough Police Dept.,17579,Lancaster,36,36,36,42,(717) 687-7732,"Monday-Friday, 7:30am-4pm","145 Precision Avenue
Strasburg, Pennsylvania
",Strasburg,39.9853,-76.1916
WellSpan Pharmacy (Ephrata),17522,Lancaster,36,36,36,42,(717) 721-5784,"Monday-Friday, 7am-7pm, Saturday, 9am-5pm","183 N Reading Road
Ephrata, Pennsylvania
",Ephrata,40.1876,-76.1815
West Hempfield Township Police Dept.,17601,Lancaster,36,36,36,42,(717) 285-5191,"Monday-Friday, 8am-4:30pm","3401 Marietta Avenue
Lancaster, Pennsylvania
",Lancaster,40.0628,-76.4242
West Lampeter Twp. Police Dept.,17537,Lancaster,36,36,36,42,(717) 464-2421,"Monday-Friday, 8am - 4:30pm","852 Village Road
Lampeter, Pennsylvania
",Lampeter,39.9893,-76.2416
Lancaster County Adult Probation,17602,Lancaster   ,36,36,36,42,(717) 299-8181,"Monday-Friday, 8am-5pm","40 East King Street
Lancaster, Pennsylvania
",Lancaster,40.0377,-76.304
Hyde Drug Store,16102,Lawrence,37,37,37,42,(724) 652-1451,"Monday-Friday, 8am-6pm; Saturday, 9am-4pm; Sunday, 9am-1pm","112 N. Liberty St
New Castle, Pennsylvania
",New Castle,40.9734,-80.3745
Lawrence County District Attorney's Office ,16101,Lawrence,37,37,37,42,(724) 656-1916,"Monday-Friday, 8am-4pm","430 Court St
New Castle, Pennsylvania
",New Castle,40.9991,-80.3393
Neshannock Township Police,16105,Lawrence,37,37,37,42,(724) 658-5631,Contact location for hours,"3131 Mercer Rd.
New Castle, Pennsylvania
",New Castle,41.0509,-80.3355
State Police-Troop D / New Castle,16105,Lawrence,37,37,37,42,NA,NA,"3539 Wilmington Rd.
New Castle, Pennsylvania
",New Castle,41.0668,-80.3611
Annville Twp Police Department,17003,Lebanon,38,38,38,42,(717) 867-2711,"Monday-Friday, 9am-3pm","36 North Lancaster Street
Annville, Pennsylvania
",Annville,40.3299,-76.5173
Cornwall Borough Police Department,17016,Lebanon,38,38,38,42,(717) 274-2071,"Monday-Friday, 9am-3pm","36 Burd Coleman Rd
Cornwall, Pennsylvania
",Cornwall,40.2755,-76.4132
Lebanon City Police Dept.,17042,Lebanon,38,38,38,42,(717) 272-6611,"Monday-Friday, 7:30am-4:30pm ","400 South Eighth Street
Lebanon, Pennsylvania
",Lebanon,40.333,-76.4233
North Londonderry Township Police Dept.,17078,Lebanon,38,38,38,42,(717) 838-5276,Contact location for hours,"655 East Ridge Road
Palmyra, Pennsylvania
",Palmyra,40.3231,-76.5896
South Londonderry Township Police Department,17078,Lebanon,38,38,38,42,(717) 838-1376,"Monday-Friday, 9am-3pm","27 W. Market St.
Palmyra, Pennsylvania
",Palmyra,40.2786,-76.5829
State Police-Troop L / Jonestown,17038,Lebanon,38,38,38,42,NA,NA,"3185 SR 72
Jonestown, Pennsylvania
",Jonestown,40.4609,-76.5134
Allentown Police Dept. Substation,18101,Lehigh,39,39,39,42,(610) 437-7753,"7 days a week, 24 hours a day","1005 W. Hamilton Street
Allentown, Pennsylvania
",Allentown,40.6006,-75.4782
Bethlehem Police Dept. ,18018,Lehigh,39,39,39,42,(610) 865-7150,"Monday-Friday, 7am-5pm","10 East Church Street
Bethlehem, Pennsylvania
",Bethlehem,40.6185,-75.378
Borough of Coopersburg Police Dept.,18036,Lehigh,39,39,39,42,(610)  282-1444,"Monday-Friday, 8am-4pm, or by appointment","5 North Main Street
Coopersburg, Pennsylvania
",Coopersburg,40.5114,-75.3908
Borough of Coplay Police Dept.,18037,Lehigh,39,39,39,42,(610) 262-2288,"Monday-Friday, 8am-4:30pm","98 South Fourth Street
Coplay, Pennsylvania
",Coplay,40.6702,-75.4918
Catasauqua Police Dept. ,18032,Lehigh,39,39,39,42,(610) 264-0577,"Monday-Friday, 8am-4pm","118 Bridge Street
Catasauqua, Pennsylvania
",Catasauqua,40.6538,-75.4744
Emmaus Police Dept.,18049,Lehigh,39,39,39,42,(610) 967-3113,"Monday-Friday, 8am-4pm","400 Jubilee Street
Emmaus, Pennsylvania
",Emmaus,40.5339,-75.4914
Lehigh Valley Health Network (c/o Bethlehem Police Dept.),18017,Lehigh,39,39,39,42,(484) 884-8225,Contact location for hours,"2545 Schoenersville Rd., 4th Flr South
Bethlehem, Pennsylvania
",Bethlehem,40.6446,-75.4088
Lehigh Valley Health Network (c/o Lehigh County Drug Task Force),18017,Lehigh,39,39,39,42,(484) 884-8225,Contact location for hours,"1627 West Chew Street
Allentown, Pennsylvania
",Allentown,40.6011,-75.4932
Lehigh Valley Hospital (Salisbury Twp. P.D.),18103,Lehigh,39,39,39,42,(610) 797-1447,Contact location for hours,"1200 S. Cedar Crest Boulevard
Allentown, Pennsylvania
",Allentown,40.5667,-75.5237
Salisbury Township Police Dept.,18036,Lehigh,39,39,39,42,(610) 398-0337,"Monday-Friday, 8am-4pm, or by appointment.","3000 S. Pike Avenue
Allentown, Pennsylvania
",Allentown,40.5704,-75.4504
Slatington Police Dept.,18080,Lehigh,39,39,39,42,(610) 767-1846,"Sunday-Thursday, 10am-2pm","125 S. Walnut Street
Slatington, Pennsylvania
",Slatington,40.7506,-75.6055
South Whitehall Twp. Police Dept.,18104,Lehigh,39,39,39,42,(610) 398-0337,"Monday-Friday, 8am-4pm","4444 Walbert Avenue
Allentown, Pennsylvania
",Allentown,40.6163,-75.5152
State Police-Troop M / Bethlehem,18017,Lehigh,39,39,39,42,NA,NA,"2930 Airport Rd.
Bethlehem, Pennsylvania
",Bethlehem,40.6478,-75.4292
Upper Macungie Twp. Police Dept.,18031,Lehigh,39,39,39,42,(484) 661-5911,"Monday-Friday, 8am-4pm","37 Grim Road
Breinigsville, Pennsylvania
",Breinigsville,40.5649,-75.6296
Upper Saucon Twp. Police Dept.,18034,Lehigh,39,39,39,42,(610) 282-3064,"Monday-Friday, 8am-12pm and 1pm-4pm","5500 Camp Meeting Road
Center Valley, Pennsylvania
",Center Valley,40.535,-75.4039
Walgreens Pharmacy (Allentown Location),18104,Lehigh,39,39,39,42,(610) 435û3605,Contact location for hours,"1702 W. Tilghman Street
Allentown, Pennsylvania
",Allentown,40.6054,-75.497
Walter's Pharmacy,18104,Lehigh,39,39,39,42,(610) 435-4706,"Monday-Friday, 9am-9pm; Saturday and 9am-5pm","401 N 17th Street
Allentown, Pennsylvania
",Allentown,40.6027,-75.4948
Whitehall Twp. Police Dept.,18052,Lehigh,39,39,39,42,(610) 437-3042,"Monday-Friday, 7am-3pm by appointment","3731 Lehigh Street
Whitehall, Pennsylvania
",Whitehall,40.6551,-75.4986
Borough of Dupont Police Dept.,18641,Luzerne,40,40,40,42,(570) 655-6216,Contact location for hours,"600 Chestnut Street
Dupoint, Pennsylvania
",Dupoint,41.321,-75.7482
Geisinger CareSite Pharmacy,18612,Luzerne,40,40,40,42,(570) 674-2001,"Monday-Friday, 8:30am-6pm; Saturday, 9am-1pm","114 Lt. Michael Cleary Drive
Dallas, Pennsylvania
",Dallas,41.331,-75.9495
Hazleton City Police Dept. Headquarters,18201,Luzerne,40,40,40,42,(570) 459-4940,"Monday-Friday, 8am-4:30pm","40 North Church Street
Hazleton, Pennsylvania
",Hazleton,40.9562,-75.9769
Luzerne County District Attorney's Office,18711,Luzerne,40,40,40,42,(570) 825-1674,"Monday-Friday, 9am-4:30pm","200 North River Street
Wilkes-Barre, Pennsylvania
",Wilkes-Barre,41.2514,-75.8782
Pittston City Police Dept. Headquarters,18640,Luzerne,40,40,40,42,(570) 654-0513,"Monday-Friday, 8am-4:30pm","35 Broad Street
Pittston, Pennsylvania
",Pittston,41.322,-75.7893
State Police-Troop N / Hazleton,18202,Luzerne,40,40,40,42,NA,NA,"250 Dessen Dr.
West Hazleton, Pennsylvania
",West Hazleton,40.6478,-75.4292
Wilkes Barre Police Department,18711,Luzerne,40,40,40,42,(570) 208-4635,Contact location for hours,"150 Watson St
Wilkes-Barre, Pennsylvania
",Wilkes-Barre,41.2272,-75.8712
City of Williamsport Police Dept.,17701,Lycoming,41,41,41,42,(570) 327-7548,"Monday-Friday, 8am-4pm","245 West 4th Street
Williamsport, Pennsylvania
",Williamsport,41.2404,-77.0056
Health Services Pharmacy ,17701,Lycoming,41,41,41,42,(570) 326-8109,Contact location for hours,"1201 Grampian Blvd # 1H
Williamsport, Pennsylvania
",Williamsport,41.2608,-76.983
Hughesville Borough Police Dept.,17737,Lycoming,41,41,41,42,(570) 584-2111,"Monday-Thursday, 8am-4pm","147 South Fifth Street
Hughesville, Pennsylvania
",Hughesville,41.2355,-76.7219
Lycoming County Sheriff's Dept.,17701,Lycoming,41,41,41,42,(570) 327-2280,"Monday-Friday, 8:30am-5pm","48 West Third Street
Williamsport, Pennsylvania
",Williamsport,41.2407,-77.0019
Montoursville Police Dept.,17754,Lycoming,41,41,41,42,(570) 368-2488,"Monday-Friday, 8am-4:30pm","617 North Loyalsock Avenue
Montoursville, Pennsylvania
",Montoursville,41.2579,-76.9221
Muncy Borough Police Dept.,17756,Lycoming,41,41,41,42,(570) 329-4060,Contact location for hours,"14 North Washington St.
Muncy, Pennsylvania
",Muncy,41.2062,-76.7848
Old Lycoming Township Police Dept.,17701,Lycoming,41,41,41,42,(570) 323-4987,"Monday-Friday, 8am-4:30pm ","1951 Green Avenue, Ste. 2
Williamsport, Pennsylvania
",Williamsport,41.2575,-77.045
Penn College Police Dept.,17701,Lycoming,41,41,41,42,(570) 321-5555,"Monday-Friday, 8am-4:30pm ","200 College Avenue
Williamsport, Pennsylvania
",Williamsport,41.2351,-77.0228
South Williamsport Police Dept.,17702,Lycoming,41,41,41,42,(570) 327-8152,"Monday-Friday, 8am-4:30pm ","329-331 West Southern Ave.
South Williamsport, Pennsylvania
",Williamsport,41.2322,-76.9983
State Police-Troop F / Montoursville,17754,Lycoming,41,41,41,42,NA,NA,"899 Cherry St.
Montoursville, Pennsylvania
",Montoursville,41.2494,-76.9135
Susquehanna Health Pharmacy ,17701,Lycoming,41,41,41,42,(570) 321-2818,Contact location for hours,"740 High St, Ste 1004
Williamsport, Pennsylvania
",Williamsport,41.2466,-77.0163
Tiadaghton Valley Regional Police Dept.,17740,Lycoming,41,41,41,42,(570) 398-2146,"Monday-Friday, 9am-5pm","129 South Pennsylvania Ave.
Jersey Shore, Pennsylvania
",Jersey Shore,41.2008,-77.2557
